timestamp,scrip_code,company_name,quarter,filename,status,note
2026-03-26T14:46:09.179509,500247,KOTAK MAHINDRA BANK LTD.,June 2025,,failed,
2026-03-26T14:46:10.354928,500247,KOTAK MAHINDRA BANK LTD.,June 2025,,failed,
2026-03-26T14:46:11.556885,500247,KOTAK MAHINDRA BANK LTD.,June 2025,,failed,
2026-03-26T14:46:12.473718,500247,KOTAK MAHINDRA BANK LTD.,June 2025,,failed,
2026-03-26T14:46:13.366733,500247,KOTAK MAHINDRA BANK LTD.,March 2025,,failed,
2026-03-26T14:46:14.558080,500247,KOTAK MAHINDRA BANK LTD.,December 2024,,failed,
2026-03-26T14:46:15.741079,500247,KOTAK MAHINDRA BANK LTD.,December 2024,,failed,
2026-03-26T14:46:16.674335,500247,KOTAK MAHINDRA BANK LTD.,December 2024,,failed,
2026-03-26T14:46:17.868350,500247,KOTAK MAHINDRA BANK LTD.,December 2024,,failed,
2026-03-26T14:46:18.760761,500247,KOTAK MAHINDRA BANK LTD.,September 2024,,failed,
2026-03-26T14:46:21.484765,500247,KOTAK MAHINDRA BANK LTD.,March 2024,,failed,
2026-03-26T14:46:24.156303,524715,SUN PHARMACEUTICAL INDUSTRIES,December 2025,,failed,
2026-03-26T14:46:25.329488,524715,SUN PHARMACEUTICAL INDUSTRIES,September 2025,,failed,
2026-03-26T14:46:26.897319,524715,SUN PHARMACEUTICAL INDUSTRIES,September 2025,,failed,
2026-03-26T14:46:28.082761,524715,SUN PHARMACEUTICAL INDUSTRIES,September 2025,,failed,
2026-03-26T14:46:28.908173,524715,SUN PHARMACEUTICAL INDUSTRIES,September 2025,,failed,
2026-03-26T14:46:29.833241,524715,SUN PHARMACEUTICAL INDUSTRIES,June 2025,,failed,
2026-03-26T14:46:31.143729,524715,SUN PHARMACEUTICAL INDUSTRIES,March 2025,,failed,
2026-03-26T14:46:32.445883,524715,SUN PHARMACEUTICAL INDUSTRIES,December 2024,,failed,
2026-03-26T14:46:33.661319,524715,SUN PHARMACEUTICAL INDUSTRIES,December 2024,,failed,
2026-03-26T14:46:34.502320,524715,SUN PHARMACEUTICAL INDUSTRIES,June 2024,,failed,
2026-03-26T14:46:52.726645,532215,AXIS BANK LTD.,December 2025,,failed,
2026-03-26T14:46:53.991440,532215,AXIS BANK LTD.,September 2025,,failed,
2026-03-26T14:46:55.218238,532215,AXIS BANK LTD.,June 2025,,failed,
2026-03-26T14:46:56.437892,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:46:58.221000,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:46:59.394596,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:00.588590,532215,AXIS BANK LTD.,March 2025,,failed,
2026-03-26T14:47:01.479601,532215,AXIS BANK LTD.,March 2025,,failed,
