NSE Symbol,BSE Code,Industry,Sector,FY,Filing_Date,Window_Start,Window_End,n_obs,beta,total_vol,downside_vol
PNBHOUSING,540173,Mortgage Finance,Financial Services,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.2651735112778884,0.028191086539874805,0.013915574724571549
VBL,540180,Beverages - Non-Alcoholic,Consumer Defensive,FY24,2023-10-09,2023-10-10,2024-10-22,252,0.8355609516283911,0.021175023933021297,0.01180686285943697
LAURUSLABS,540222,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-10,2023-10-11,2024-10-23,252,1.118893662969845,0.019474269901096474,0.010415453151433472
DMART,540376,Discount Stores,Consumer Defensive,FY24,2023-10-12,2023-10-13,2024-10-25,252,0.26052984242270005,0.017073058549267033,0.011934393209776717
HUDCO,540530,Credit Services,Financial Services,FY24,2023-10-17,2023-10-18,2024-10-30,252,2.546347513663708,0.04064084329577154,0.01517101015368384
ERIS,540596,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.48577193267868635,0.01749218591971905,0.010869847442545386
AUBANK,540611,Banks - Regional,Financial Services,FY24,2023-10-16,2023-10-17,2024-10-29,252,0.4724173278041574,0.019169574453168973,0.015300546373493729
COCHINSHIP,540678,Aerospace & Defense,Industrials,FY24,2023-10-11,2023-10-12,2024-10-24,252,1.7169119974601097,0.039176999905912356,0.01707162233711116
DIXON,540699,Consumer Electronics,Technology,FY24,2023-10-17,2023-10-18,2024-10-30,252,1.508237447773328,0.024087690057141044,0.012666109024523323
GICRE,540755,Insurance - Reinsurance,Financial Services,FY24,2023-10-13,2023-10-16,2024-10-28,252,1.559330514315023,0.03324507786011342,0.017296414032486423
NIACL,540769,Insurance - Diversified,Financial Services,FY24,2023-10-10,2023-10-11,2024-10-23,252,2.1890013739275354,0.03916871849828725,0.018796549407406334
AMBER,540902,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY24,2023-10-12,2023-10-13,2024-10-25,252,1.0337515942100701,0.031386605432810875,0.01675497883703669
ASTERDM,540975,Medical Care Facilities,Healthcare,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.5577196208573216,0.02508453455200116,0.012885506762798864
BDL,541143,Aerospace & Defense,Industrials,FY24,2023-10-11,2023-10-12,2024-10-24,252,1.381412119868712,0.030168717439973656,0.01836060625082897
HAL,541154,Aerospace & Defense,Industrials,FY24,2023-10-17,2023-10-18,2024-10-30,252,1.877698819488872,0.026045464962893776,0.01132877942192794
ADANIGREEN,541450,Utilities - Renewable,Utilities,FY24,2023-10-21,2023-10-23,2024-11-04,252,2.017713035453193,0.032184774667725645,0.011491883083230223
FINEORG,541557,Specialty Chemicals,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.5622403519982528,0.018060099570655387,0.008822589337848777
HDFCAMC,541729,Asset Management,Financial Services,FY24,2023-10-10,2023-10-11,2024-10-23,252,1.392653555896828,0.01981027909121715,0.009085671005057364
CREDITACC,541770,Credit Services,Financial Services,FY24,2023-10-06,2023-10-09,2024-10-21,252,0.5620228140728981,0.020717466296737062,0.0110872761898679
IRCON,541956,Engineering & Construction,Industrials,FY24,2023-10-10,2023-10-11,2024-10-23,252,2.125247426478548,0.03579114200705195,0.01605392750171204
GRSE,542011,Aerospace & Defense,Industrials,FY24,2023-10-13,2023-10-16,2024-10-28,252,1.755440241582936,0.03904555743021243,0.019979412219453905
ATGL,542066,Utilities - Regulated Gas,Utilities,FY24,2023-10-21,2023-10-23,2024-11-04,252,1.8652044114460544,0.0346426795910849,0.013575134353438536
TECHNOE,542141,Engineering & Construction,Industrials,FY24,2023-10-12,2023-10-13,2024-10-25,252,1.1404452345952327,0.03144484664181792,0.01934271895782349
DALBHARAT,542216,Building Materials,Basic Materials,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.1752499273387582,0.01799259840409574,0.010839988253684003
CHALET,542399,Lodging,Consumer Cyclical,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.7481678931777942,0.020691459631390543,0.00902785461181159
POLYCAB,542652,Electrical Equipment & Parts,Industrials,FY24,2023-10-21,2023-10-23,2024-11-04,252,1.0313963352804931,0.024693382304277915,0.023191985558680295
AFFLE,542752,Advertising Agencies,Communication Services,FY24,2023-10-06,2023-10-09,2024-10-21,252,1.1317771087842914,0.020294786641380447,0.009404446753289141
360ONE,542772,Asset Management,Financial Services,FY24,2023-10-11,2023-10-12,2024-10-24,252,0.9107518815236513,0.02489593660715308,0.012998088829222387
FLUOROCHEM,542812,Specialty Chemicals,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.9860802425174549,0.024549912273229252,0.012423499245230056
SUMICHEM,542920,Agricultural Inputs,Basic Materials,FY24,2023-10-06,2023-10-09,2024-10-21,252,0.751638286711107,0.022313341136133407,0.011044523962783048
SBICARD,543066,Credit Services,Financial Services,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.5933964156063354,0.013875344582755121,0.010031540955201595
POWERINDIA,543187,Electrical Equipment & Parts,Industrials,FY24,2023-10-13,2023-10-16,2024-10-28,252,1.3584310841880023,0.03148807603853409,0.013050678522921525
MAXHEALTH,543220,Medical Care Facilities,Healthcare,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.49817261713958527,0.024316827567651505,0.014603585252021876
ANGELONE,543235,Capital Markets,Financial Services,FY24,2023-10-11,2023-10-12,2024-10-24,252,1.6418947433875435,0.034571284721924465,0.017483805842704522
MAZDOCK,543237,Aerospace & Defense,Industrials,FY24,2023-10-19,2023-10-20,2024-11-01,252,1.9220791024432375,0.038726676274446446,0.015093365500554207
UTIAMC,543238,Asset Management,Financial Services,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.7792280184785301,0.019825589272419734,0.008880646714018656
GLAND,543245,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.560688347884787,0.018614915297701866,0.01027872838835696
IRFC,543257,Credit Services,Financial Services,FY24,2023-10-19,2023-10-20,2024-11-01,252,1.840432958637654,0.035418287455914556,0.014170082273656803
CRAFTSMAN,543276,Auto Parts,Consumer Cyclical,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.8412516687641531,0.022769205421149123,0.011960207934014049
SHYAMMETL,543299,Steel,Basic Materials,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.593883067929073,0.025789914960723328,0.011562547666910316
SONACOMS,543300,Auto Parts,Consumer Cyclical,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.8712090535382051,0.02276657928505024,0.010148023420911036
KIMS,543308,Medical Care Facilities,Healthcare,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.4185150240957799,0.014782855783979016,0.0076521701541292005
DEVYANI,543330,Restaurants,Consumer Cyclical,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.6677289092552681,0.019799184171101204,0.010845482054499086
NUVOCO,543334,Building Materials,Basic Materials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.9899847170545701,0.017034951882884695,0.007624606472900417
ABSLAMC,543374,Asset Management,Financial Services,FY24,2023-10-11,2023-10-12,2024-10-24,252,1.2221816728163604,0.021915120250609658,0.00893208248431713
NYKAA,543384,Internet Retail,Consumer Cyclical,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.8444930031916399,0.02217628083785172,0.011582365736541308
POLICYBZR,543390,Insurance Brokers,Financial Services,FY24,2023-10-23,2023-10-25,2024-11-05,252,0.8805981813627002,0.026253321045251864,0.013749386187115546
ANANDRATHI,543415,Asset Management,Financial Services,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.5638589865180507,0.021417274696831114,0.012752130886878611
MANYAVAR,543463,Apparel Manufacturing,Consumer Cyclical,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.675500460384771,0.019758647839230488,0.010705396750158141
RAINBOW,543524,Medical Care Facilities,Healthcare,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.17870755015417333,0.024383539056542895,0.016138787435367917
DELHIVERY,543529,Integrated Freight & Logistics,Industrials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.9908494153000236,0.0215896639462476,0.015843613481849976
PARADEEP,543530,Agricultural Inputs,Basic Materials,FY24,2023-10-10,2023-10-11,2024-10-23,252,1.2246951183340535,0.02822027564896588,0.011928890938452452
SYRMA,543573,Electronic Components,Technology,FY24,2023-10-12,2023-10-13,2024-10-25,252,1.18529902277561,0.0275961816676112,0.02375325031567603
PPLPHARMA,543635,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.7794353097153537,0.02581815894371159,0.01165756532122086
BIKAJI,543653,Packaged Foods,Consumer Defensive,FY24,2023-10-10,2023-10-11,2024-10-23,252,0.8264377407525589,0.021555911815160544,0.012200732818582173
MEDANTA,543654,Medical Care Facilities,Healthcare,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.7538633520010383,0.022800808575442796,0.013705112365629773
FIVESTAR,543663,Credit Services,Financial Services,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.732996429645558,0.023265896296536075,0.015883840810735857
KAYNES,543664,Electronic Components,Technology,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.6673677268160316,0.0315758363223998,0.015060258148931518
KFINTECH,543720,Software - Application,Technology,FY24,2023-10-21,2023-10-23,2024-11-04,252,1.406744141501782,0.030544771973830157,0.015767781876858487
ABB,500002,Specialty Industrial Machinery,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.2597929092170723,0.019280674653110095,0.012408731402739282
ARE&M,500008,Electrical Equipment & Parts,Industrials,FY25,2024-10-11,2024-10-14,2025-10-20,248,1.152368054496971,0.017678222385487944,0.008582875798770652
ATUL,500027,Specialty Chemicals,Basic Materials,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.9374536692449918,0.01897158938238993,0.009740435660031728
FORCEMOT,500033,Auto Manufacturers,Consumer Cyclical,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.385914023833187,0.03455497284785284,0.01751835299478418
BAJFINANCE,500034,Credit Services,Financial Services,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.9857310833764041,0.0163688927302011,0.008548421257253847
ABREL,500040,Real Estate Services,Real Estate,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.6187996152295996,0.026827519454897992,0.01366639649459916
BASF,500042,Specialty Chemicals,Basic Materials,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.842633699274409,0.022916761002209855,0.01661198876467104
BATAINDIA,500043,Footwear & Accessories,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.680925390807849,0.01648662423745872,0.010220047009682435
BEL,500049,Aerospace & Defense,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.3198476096768408,0.018945129311011825,0.008266200104168522
BLUESTARCO,500067,Building Products & Equipment,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.1686766499943855,0.022056262378000076,0.011638452476693475
CESC,500084,Utilities - Regulated Electric,Utilities,FY25,2024-10-09,2024-10-10,2025-10-16,252,1.434623499891147,0.02055653793745553,0.009515812162849798
CHAMBLFERT,500085,Agricultural Inputs,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.2040345810729147,0.021720219543896566,0.011644639979630863
CRISIL,500092,Financial Data & Stock Exchanges,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.5972695082633732,0.02222018743380005,0.011877080508018407
CGPOWER,500093,Electrical Equipment & Parts,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.561536009476816,0.0228288745085469,0.0110535342983409
IFCI,500106,Credit Services,Financial Services,FY25,2024-10-04,2024-10-07,2025-10-13,252,2.214686971059359,0.0334032811031529,0.012336712366155758
SAIL,500113,Steel,Basic Materials,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.6873448210288804,0.02208390599784028,0.009344600724751798
EIDPARRY,500125,Agricultural Inputs,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.170494775402979,0.02161845675194525,0.010775527441218178
GODFRYPHLP,500163,Tobacco,Consumer Defensive,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.109937341394962,0.038521563040548046,0.01937627095242871
GODREJIND,500164,Conglomerates,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.9920033617198135,0.025764942930030937,0.011185516561115402
KANSAINER,500165,Specialty Chemicals,Basic Materials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.6333343105060266,0.014916825245439705,0.007962266149128282
HDFCBANK,500180,Banks - Regional,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.6973310771104309,0.010636014332274318,0.005599882649654717
HEROMOTOCO,500182,Auto Manufacturers,Consumer Cyclical,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.9740519426755685,0.01633763024409782,0.0074991537562392584
HSCL,500184,Specialty Chemicals,Basic Materials,FY25,2024-10-07,2024-10-08,2025-10-14,252,1.7012474297368811,0.025126304520596325,0.010149512326570008
HINDZINC,500188,Other Industrial Metals & Mining,Basic Materials,FY25,2024-10-09,2024-10-10,2025-10-16,252,1.402593867770527,0.02243573621389518,0.013933709473876564
INFY,500209,Information Technology Services,Technology,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.8488963028650152,0.016230064435211168,0.009456960347982114
KAJARIACER,500233,Building Products & Equipment,Industrials,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.7699019403332997,0.018419388666426485,0.009113768993760518
WHIRLPOOL,500238,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.898970347226866,0.027734589719821272,0.02397222655747015
LMW,500252,Specialty Industrial Machinery,Industrials,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.8781321337909143,0.01735448583450538,0.009730303875672102
LICHSGFIN,500253,Mortgage Finance,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.369459824704323,0.01668172236944601,0.007526309367533231
RAMCOCEM,500260,Building Materials,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.9155131155903575,0.016164921137923366,0.007895937002351196
MAHSCOOTER,500266,Asset Management,Financial Services,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.1494920593361182,0.024463466485834903,0.013061464664429335
MFSL,500271,Insurance - Life,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.6959682594850926,0.01603892525454451,0.008128753187101491
MRF,500290,Auto Parts,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.7897647594044304,0.014220847766693748,0.006884214293891998
VEDL,500295,Other Industrial Metals & Mining,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.514078035869968,0.01953811070578666,0.00968516528461062
ONGC,500312,Oil & Gas Integrated,Energy,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.090579521143321,0.015412488311451759,0.00742798297640717
RELIANCE,500325,Oil & Gas Refining & Marketing,Energy,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.9531837475969605,0.012890873876132629,0.005360178580594286
PATANJALI,500368,Packaged Foods,Consumer Defensive,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.7914867061689717,0.01548588637650405,0.009678278523865054
SHREECEM,500387,Building Materials,Basic Materials,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.7922386093300711,0.013370987015607079,0.007204057460320956
TATAPOWER,500400,Utilities - Independent Power Producers,Utilities,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.4014289735920569,0.016359944895460596,0.00619148289816837
SUNDRMFAST,500403,Auto Parts,Consumer Cyclical,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.7156299817317955,0.016780920084344463,0.008614405589745255
TATAELXSI,500408,Software - Application,Technology,FY25,2024-10-08,2024-10-09,2025-10-15,252,1.3013393120083723,0.01883604612842208,0.009849408081359552
ACC,500410,Building Materials,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.0019580108855193,0.014000002725967332,0.008149213481452078
THERMAX,500411,Conglomerates,Industrials,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.9423356522284716,0.0247994395368034,0.016136788443739926
TORNTPHARM,500420,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.5797643744567602,0.013751381774702321,0.007743300363534574
AMBUJACEM,500425,Building Materials,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.0685906134689112,0.017091948392550033,0.01220567026680158
PGHH,500459,Household & Personal Products,Consumer Defensive,FY25,2024-10-20,2024-10-21,2025-10-28,252,0.27523036914659216,0.013049636740886472,0.009357781942114079
FEDERALBNK,500469,Banks - Regional,Financial Services,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.8143875730602685,0.015488412283905866,0.007704685513588636
TATASTEEL,500470,Steel,Basic Materials,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.373794486651441,0.01776653231930355,0.008205482267759624
BAJAJHLDNG,500490,Asset Management,Financial Services,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.0539207028783175,0.022712244906625424,0.012444697586119121
BHARATFORG,500493,Auto Parts,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.4120531439323605,0.019652002044803576,0.009336941319933036
ESCORTS,500495,Farm & Heavy Construction Machinery,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.1983263970103104,0.019087776314505766,0.008972549769751167
LT,500510,Engineering & Construction,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.049626008264827,0.014704685843956506,0.006430584613692403
M&M,500520,Auto Manufacturers,Consumer Cyclical,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.1862099528485803,0.018037806385834833,0.009423122628188627
BOSCHLTD,500530,Auto Parts,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.851516326602457,0.014816678971991517,0.009592404499484728
BPCL,500547,Oil & Gas Refining & Marketing,Energy,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.0874671649851955,0.01644690909893481,0.007871880169973797
VOLTAS,500575,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.88616101863689,0.02108995413906357,0.016946323776089296
GESHIP,500620,Marine Shipping,Industrials,FY25,2024-10-10,2024-10-11,2025-10-17,252,1.1654134952981643,0.021565080718557936,0.01158020787732559
DEEPAKFERT,500645,Chemicals,Basic Materials,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.4550602071014977,0.029951529110666477,0.016426329088686818
HINDUNILVR,500696,Household & Personal Products,Consumer Defensive,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.3111071857459933,0.012398084065833098,0.008488880193023438
AKZOINDIA,500710,Specialty Chemicals,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.5593609440284185,0.021873369356472674,0.01024701664314632
TATACHEM,500770,Chemicals,Basic Materials,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.1360602911167257,0.01754235506524942,0.008771089036566211
NESTLEIND,500790,Packaged Foods,Consumer Defensive,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.561670715887917,0.012603008832953235,0.007411013384025621
TATACONSUM,500800,Packaged Foods,Consumer Defensive,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.7398653218802176,0.014859155089478967,0.009060635139304489
COLPAL,500830,Household & Personal Products,Consumer Defensive,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.6721982389048189,0.015690089647892213,0.009644038466165796
INDHOTEL,500850,Lodging,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.3413163311942804,0.019658743716982046,0.00890015399052118
CASTROLIND,500870,Oil & Gas Refining & Marketing,Energy,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.1712555044089012,0.02181220114722726,0.01212503222031324
ITC,500875,Tobacco,Consumer Defensive,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.44960125551375124,0.010038976085930367,0.00599702183396407
APOLLOTYRE,500877,Auto Parts,Consumer Cyclical,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.0647046107786045,0.017181186781629304,0.00754907372401108
CEATLTD,500878,Auto Parts,Consumer Cyclical,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.9774238453257413,0.023590319874132164,0.012548363435631317
TATAINVEST,501301,Asset Management,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.8766848932012481,0.027052067651713238,0.016360604168893365
BALKRISIND,502355,Auto Parts,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.0103825011213554,0.01658768836842673,0.009886634382923563
PHOENIXLTD,503100,Real Estate - Diversified,Real Estate,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.1860877766377422,0.02374009159932123,0.013138954121158267
SRF,503806,Conglomerates,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.9351016037234978,0.01838155284206534,0.007224607044413028
SARDAEN,504614,Steel,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.4264101158919134,0.028874931020955393,0.016358279169355786
CHOLAHLDNG,504973,Credit Services,Financial Services,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.10562014381616,0.025205622659331357,0.01406075690571452
EICHERMOT,505200,Auto Manufacturers,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.979984814863944,0.015182195970041033,0.007185564284549042
SCHAEFFLER,505790,Auto Parts,Consumer Cyclical,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.9168508188672703,0.019007695154142783,0.009568930608177402
BAYERCROP,506285,Agricultural Inputs,Basic Materials,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.7348594638326315,0.019678955258798057,0.012606009707368018
DEEPAKNTR,506401,Chemicals,Basic Materials,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.31935252162004,0.02074082007083774,0.015044961346476196
ASTRAZEN,506820,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.5419405305726182,0.02300559717730119,0.012016907888931345
JBCHEPHARM,506943,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.5833609099525153,0.01775091430294003,0.012353296201766674
WIPRO,507685,Information Technology Services,Technology,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.9192347108694896,0.016796432666478844,0.01025324670137838
APOLLOHOSP,508869,Medical Care Facilities,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.6731093116540193,0.014137607923266368,0.0074088334180521485
SUPREMEIND,509930,Building Products & Equipment,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.433237240994758,0.022678682264462128,0.011995517886202447
CHOLAFIN,511243,Credit Services,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.260922979561021,0.02120209565869641,0.01124329074687081
UPL,512070,Agricultural Inputs,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.0442176895446083,0.017937198048399248,0.010737682245501368
ADANIENT,512599,Thermal Coal,Energy,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.6762640396000412,0.026840855107169912,0.021593266557394325
HINDCOPPER,513599,Copper,Basic Materials,FY25,2024-10-08,2024-10-09,2025-10-15,252,2.0748523299199695,0.027783913913415826,0.012663521733221987
NLCINDIA,513683,Utilities - Regulated Electric,Utilities,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.2941338509285596,0.02396956899317493,0.008923796149864318
ANANTRAJ,515055,Real Estate - Development,Real Estate,FY25,2024-10-21,2024-10-22,2025-10-29,252,2.0436960017298236,0.03677519777054334,0.02496025833938052
HONAUT,517174,Electrical Equipment & Parts,Industrials,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.7330000845206817,0.015589423404179561,0.009531681716822395
MOTHERSON,517334,Auto Parts,Consumer Cyclical,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.6977945644032224,0.022430371846153062,0.00993635829495877
KEI,517569,Electrical Equipment & Parts,Industrials,FY25,2024-10-10,2024-10-11,2025-10-17,252,1.3173097022824722,0.02809801648934974,0.02685595399761046
TVSHLTD,520056,Auto Parts,Consumer Cyclical,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.1717854163774433,0.02212314481962478,0.009252197533648233
TRIDENT,521064,Textile Manufacturing,Consumer Cyclical,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.3064608592734426,0.02166100449060322,0.008099756262925698
TIMKEN,522113,Tools & Accessories,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.9488723326658514,0.020346381266075544,0.010449783730499521
KPIL,522287,Engineering & Construction,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,248,1.3621353860785272,0.0232202339038387,0.012465718933302864
3MINDIA,523395,Conglomerates,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.6230138565815366,0.014883733755758978,0.008114663066058996
JMFINANCIL,523405,Capital Markets,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.777953647790942,0.029015719520932393,0.013699424192266899
VINATIORGA,524200,Specialty Chemicals,Basic Materials,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.7838862858825583,0.01744515810153667,0.007587338712399903
SUNPHARMA,524715,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.6280904960907607,0.013065585814267517,0.009173154604707886
AUROPHARMA,524804,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.068113707591166,0.018166138979488263,0.009405281377196316
NATCOPHARM,524816,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.2437069679616666,0.02599965969441685,0.021368765543581195
MPHASIS,526299,Information Technology Services,Technology,FY25,2024-10-09,2024-10-10,2025-10-16,252,1.3143294905612468,0.020351606794759915,0.009961791423788082
JUBLPHARMA,530019,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.0852875004470612,0.025339466128525705,0.011100611496547818
CONCOR,531344,Railroads,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.3658880206534838,0.018250758159397387,0.008391430825122734
HATSUN,531531,Packaged Foods,Consumer Defensive,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.7836887985586007,0.021331794353474348,0.012851979826057831
CGCL,531595,Credit Services,Financial Services,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.197499793502478,0.03049816111772706,0.017156261213237763
MARICO,531642,Household & Personal Products,Consumer Defensive,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.565181024589142,0.01342433143193437,0.0075593927768549275
BANKBARODA,532134,Banks - Regional,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.242973818839149,0.01796831372323725,0.010871504126769481
GMDCLTD,532181,Thermal Coal,Energy,FY25,2024-10-17,2024-10-18,2025-10-27,252,2.0959813132093608,0.03223985444300963,0.01094364579872788
CUB,532210,Banks - Regional,Financial Services,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.8162063531462312,0.019394116224859967,0.009905213537328516
NATIONALUM,532234,Aluminum,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.6356159472682996,0.024252397552009596,0.01208059601834878
APARINDS,532259,Electrical Equipment & Parts,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.1664356956088828,0.031395095371264684,0.022841473204304217
HCLTECH,532281,Information Technology Services,Technology,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.7978439944432615,0.016244591150407477,0.011468461260710841
