NSE Symbol,BSE Code,Industry,Sector,FY,Filing_Date,Window_Start,Window_End,n_trading_days,cum_return,cum_mkt_return,mar_log,mar_pct,iar_pct,sar_pct
POWERINDIA,543187,Electrical Equipment & Parts,Industrials,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.08088432105288938,0.004440663216687299,0.07334868931495475,0.0761056980622368,0.1769738541578146,0.18085972123170418
MAXHEALTH,543220,Medical Care Facilities,Healthcare,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.18608460345421582,0.0008510881305343116,0.16980690699250764,0.18507599933739868,-0.014985720322332752,0.20682694745495014
ANGELONE,543235,Capital Markets,Financial Services,FY25,2024-10-13,2024-10-14,2025-10-20,252,-0.13431978296687858,0.004440663216687299,-0.14867053557464024,-0.13814698196226965,-0.14806042587947404,-0.2772678574209865
MAZDOCK,543237,Aerospace & Defense,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.39350521255126214,0.01984430810732826,0.3121723320157439,0.36639014550896515,0.0257200283224418,0.49348061273007693
UTIAMC,543238,Asset Management,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.010755189146247832,0.01984430810732826,-0.00895221305339966,-0.00891226130187304,-0.24728309231729179,-0.13219288530786005
GLAND,543245,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.15163329686432794,0.0005681212060113779,0.14061323301913464,0.1509794010589041,0.22034194612894392,0.17237564086506227
IRFC,543257,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.10505114530960065,0.01984430810732826,-0.13063868447265534,-0.12246521593939703,-0.2118385519359104,-0.24799921976370853
CRAFTSMAN,543276,Auto Parts,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.07682137117807254,0.029623994524626215,0.044819844911375244,0.045839429640756574,0.06416637107426215,0.04159676981554013
SHYAMMETL,543299,Steel,Basic Materials,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.004002598245815173,0.029623994524626215,-0.025199072573150263,-0.024884226101044148,-0.09206171029671163,-0.04780438636083294
SONACOMS,543300,Auto Parts,Consumer Cyclical,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.26764640552675034,0.0005681212060113779,-0.3120597889803261,-0.26806223489258846,-0.2803014056305607,-0.30287100688928276
KIMS,543308,Medical Care Facilities,Healthcare,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.3069924485043037,0.01586350129873997,0.251989665878189,0.28658274151336993,0.10592212472775511,0.327734792505038
DEVYANI,543330,Restaurants,Consumer Cyclical,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.17491537192157294,0.0005681212060113779,-0.19283727830562516,-0.17538385384102523,-0.037795621860424594,-0.21013997328410536
NUVOCO,543334,Building Materials,Basic Materials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.16017225903471088,0.0005681212060113779,0.14800053337496194,0.15951351481828582,-0.009240838613739505,0.10836527442806276
ABSLAMC,543374,Asset Management,Financial Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.29714802983400895,0.0013549276644787519,0.25881402072914583,0.2953928662032218,0.03910974837046932,0.15419995537990105
NYKAA,543384,Internet Retail,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.33003559501530316,0.01586350129873997,0.2694667140297101,0.3092660513099516,0.0,0.29481099365277075
POLICYBZR,543390,Insurance Brokers,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.05565017213843481,0.01586350129873997,0.038417863000642996,0.039165370927126734,0.0,-0.08729790231567308
ANANDRATHI,543415,Asset Management,Financial Services,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.5250228220662672,0.0005681212060113779,0.42144141535049606,0.5241569162008846,0.2669845406027275,0.38207474761215926
MANYAVAR,543463,Apparel Manufacturing,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.48752052245623423,0.029623994524626215,-0.6976882943219687,-0.5022654092474061,0.0,-0.5227451238187666
RAINBOW,543524,Medical Care Facilities,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.09422053097666896,0.01984430810732826,-0.11860939077779764,-0.11184534558582158,-0.29529085475321754,-0.07347818697593464
DELHIVERY,543529,Integrated Freight & Logistics,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.17721421437236776,0.01984430810732826,0.14350083549927894,0.15430777523001865,0.0,0.2771896145511826
PARADEEP,543530,Agricultural Inputs,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.6476084266325353,0.01586350129873997,0.48358580704076226,0.6218797353444978,0.5011416623968838,0.5958014420258871
SYRMA,543573,Electronic Components,Technology,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.8644226821008841,0.01586350129873997,0.6072124603255692,0.8353082670233707,0.708837915987851,0.8236755284932854
PPLPHARMA,543635,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.0879155242340519,0.0005681212060113779,-0.09259062614732441,-0.08843340454761998,-0.01920687496943592,-0.06717318023331756
BIKAJI,543653,Packaged Foods,Consumer Defensive,FY25,2024-10-09,2024-10-10,2025-10-16,252,-0.16796290529210708,-0.0015169252325268464,-0.18236017724091536,-0.16669884975100072,-0.15498165736569064,-0.08091370309686745
MEDANTA,543654,Medical Care Facilities,Healthcare,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.20107032377654857,0.0008510881305343116,0.18236236957504218,0.20004897633672852,0.0,0.2218126677772829
FIVESTAR,543663,Credit Services,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.27520357358596387,0.029623994524626215,-0.35105813644331013,-0.29605717206632104,-0.3819909802122736,-0.41815164804007177
KAYNES,543664,Electronic Components,Technology,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.15558476611303318,0.0013549276644787519,0.1432524962803754,0.15402115093024418,0.0,0.11483761250543446
KFINTECH,543720,Software - Application,Technology,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.08171338176023646,-0.0015169252325268464,0.08006432555182688,0.08335675295462168,0.18113132909713314,0.04096622815263774
