NSE Symbol,BSE Code,Industry,Sector,FY,Filing_Date,Window_Start,Window_End,n_trading_days,cum_return,cum_mkt_return,mar_log,mar_pct,iar_pct,sar_pct
IIFL,532636,Credit Services,Financial Services,FY23,2022-07-25,2022-07-26,2023-08-02,252,0.6099185966358737,0.18064155784062028,0.3101256328070759,0.36359641581683444,0.017891539422722036,0.1537740695186176
YESBANK,532648,Banks - Regional,Financial Services,FY23,2022-10-12,2022-10-13,2023-10-19,252,-0.05126755770337963,0.16726776356066703,-0.20729422963986316,-0.1872195293027028,-0.4019238013570775,-0.5074120848206357
AIAENG,532683,Specialty Industrial Machinery,Industrials,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.30974303291055694,0.12442329531197713,0.15256068205880136,0.16481314320970367,0.044162205865568405,-0.1033240848179045
KEC,532714,Engineering & Construction,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.4711173390051951,0.13996678584861416,0.2550230798649762,0.29049140489656095,-0.3419594631415324,0.05805022127673365
M&MFIN,532720,Credit Services,Financial Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.25049021085347717,0.09955274675446713,0.12863213985589889,0.13727169028000688,-0.34153684635967446,-0.2056543162637789
SOLARINDS,532725,Specialty Chemicals,Basic Materials,FY23,2023-04-11,2023-04-12,2024-04-24,252,1.3337910933252282,0.39438365471926523,0.5150415309334437,0.6737080110101378,1.4354516312241783,1.3783473301795022
GALLANTT,532726,Steel,Basic Materials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.36043214670022117,0.11260975697957949,0.20109401605013455,0.22273972357874092,-0.09710298752649155,0.4049883835544953
GPIL,532734,Steel,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,1.1402090227307002,0.11342049025607434,0.6534666985196133,0.9221929553662839,0.6826738885039876,1.1847652595849743
GMRAIRPORT,532754,Airports & Air Services,Industrials,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.528086722301234,0.11405148187926321,0.3160130905931222,0.3716482111971575,0.0,0.11501960457277255
NAUKRI,532777,Internet Content & Information,Communication Services,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.058944811792460146,0.11405148187926321,-0.05073040222253418,-0.049465101912386594,0.0,0.09057137139044125
SOBHA,532784,Real Estate - Development,Real Estate,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.06437735870646119,0.11342049025607434,-0.045046811436850825,-0.0440472687352231,-0.1395126593661963,-0.2280487717538028
REDINGTON,532805,Information Technology Services,Technology,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.05989370868293953,0.16825679352699166,-0.09734408944395906,-0.09275622058819938,-0.18649537001694877,-0.24296983534135697
FSL,532809,Information Technology Services,Technology,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.6024736910316704,0.16825679352699166,0.31603577451232173,0.37167932590725095,0.35608461233178207,0.2996101470073739
PFC,532810,Credit Services,Financial Services,FY23,2022-10-21,2022-10-24,2023-10-31,252,2.0344947992217763,0.11405148187926321,1.0020415984357958,1.7238371373134116,1.4424677420086247,1.5783502721045202
INDIANB,532814,Banks - Regional,Financial Services,FY23,2022-10-15,2022-10-17,2023-10-23,252,1.0732473829282325,0.13996678584861416,0.5981170352829281,0.8186910431647931,0.7225911392745347,0.6171028558109765
IDEA,532822,Telecom Services,Communication Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.23977694012074402,0.09955274675446713,0.1200279731728851,0.12752839168486868,0.1809874355545832,0.2714034997187251
ASTRAL,532830,Building Products & Equipment,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.14719934960245876,0.11260975697957949,0.03061523576854029,0.031088701501935597,-0.1798817867215661,-0.26586776812600266
DLF,532868,Real Estate - Development,Real Estate,FY23,2022-10-07,2022-10-10,2023-10-16,252,0.49194316204400707,0.15670475343465037,0.2545041731211367,0.28982193391521877,0.28805314397134957,0.19951703158374307
KPRMILL,532889,Textile Manufacturing,Consumer Cyclical,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.41604920828921155,0.11260975697957949,0.24116235813332498,0.2727276562209775,0.2413447320971175,0.18072523013810007
ECLERX,532927,Information Technology Services,Technology,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.4894838948317394,0.09955274675446713,0.3035261773835881,0.3546270510698336,0.24309481613185108,0.18662035080744288
BRIGADE,532929,Real Estate - Development,Real Estate,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.19779068980018819,0.09955274675446713,0.08557526480507885,0.089343547488457,-0.006099328272469312,-0.09463544066007581
RPOWER,532939,Utilities - Independent Power Producers,Utilities,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.0015236890502294041,0.11405148187926321,-0.10648082455955342,-0.10100771343099309,-0.005765711944279201,-0.0914646141307409
IRB,532947,Infrastructure Operations,Industrials,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.3041411118566989,0.09955274675446713,0.17064116900066162,0.18606507573748698,0.0,-0.10892600587176254
VGUARD,532953,Electrical Equipment & Parts,Industrials,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.21471052987016018,0.09955274675446713,0.09960229812368401,0.10473147691695783,-0.19145778397638455,-0.19835658785830126
ZFCVINDIA,533023,Auto Parts,Consumer Cyclical,FY23,2023-01-19,2023-01-20,2024-02-01,252,0.6708255808598593,0.2826027327941948,0.26442646567153827,0.3026836277043536,0.33326286863347077,0.4355016027087478
ADANIPOWER,533096,Utilities - Independent Power Producers,Utilities,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.0072894009945086045,0.11342049025607434,-0.10017383819989908,-0.09531986360081875,0.0,-0.0856989021864617
NHPC,533098,Utilities - Renewable,Utilities,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.2223408720048706,0.09955274675446713,0.10586426458231551,0.1116709731414298,-0.6546396752219307,0.12935256882390028
OIL,533106,Oil & Gas Integrated,Energy,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.7051119671013308,0.11260975697957949,0.4269223902824082,0.5325337175994457,0.07357756173522312,0.3464900341897409
JUBLFOOD,533155,Restaurants,Consumer Cyclical,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.16620388028085492,0.11405148187926321,-0.2897697212506284,-0.25156410338179613,-0.07767808735083166,-0.40152785843196637
PERSISTENT,533179,Information Technology Services,Technology,FY23,2023-04-20,2023-04-21,2024-05-03,252,0.6226210172603569,0.4103016657695088,0.14023912486308654,0.15054889081124312,0.3762319385604686,0.3197574732360604
SJVN,533206,Utilities - Renewable,Utilities,FY23,2022-10-04,2022-10-06,2023-10-12,252,1.127232803079304,0.16396866053605677,0.6029865565972401,0.8275687956234347,0.25025225585250266,1.0342444998983336
OBEROIRLTY,533273,Real Estate - Development,Real Estate,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.2038900180726575,0.16825679352699166,0.030045277885831778,0.030501191812536677,0.0,-0.0885361123876065
PRESTIGE,533274,Real Estate - Diversified,Real Estate,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.6712107863628547,0.11405148187926321,0.4055450315280875,0.5001198899208271,0.1832868461091942,0.3787846559025907
KIRLOSENG,533293,Specialty Industrial Machinery,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.94619621997516,0.13996678584861416,0.5348776843832217,0.7072394074414831,0.6806153929301715,0.5331291022466986
LTF,533519,Credit Services,Financial Services,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.7813408885810368,0.16825679352699166,0.4218536711887227,0.524785388324712,0.18931383136788515,0.3251963614637807
APLLTD,533573,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.38838464483382507,0.16726776356066703,0.1734751722786012,0.18943115553766066,0.08977315985711454,0.06962177997152702
PGEL,533581,Electronic Components,Technology,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.801657449578087,0.12442329531197713,0.47143676871292267,0.6022946670437024,-0.48492618178591873,0.49879390555379055
TRITURBINE,533655,Specialty Industrial Machinery,Industrials,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.11450543181993028,0.09955274675446713,0.01350724434178599,0.013598879280324442,-0.15107539522505825,-0.29856168590853116
MCX,534091,Financial Data & Stock Exchanges,Financial Services,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.6965597322414904,0.12442329531197713,0.41133223589508955,0.5088265596371969,0.19930408394885502,0.2404152051242343
NBCC,534309,Engineering & Construction,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.8528726491270004,0.11260975697957949,0.5100288299296033,0.665339205865878,0.03979584698027294,0.439805531398539
INDUSTOWER,534816,Telecom Services,Communication Services,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.12219793098842234,0.11405148187926321,-0.23833749866207848,-0.2120632813747196,-0.1809874355545832,-0.09057137139044125
INOXWIND,539083,Specialty Industrial Machinery,Industrials,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.48407430939296303,0.11342049025607434,0.287354417288917,0.3328965313469689,0.2184934823479745,0.07100719166450159
SYNGENE,539268,Diagnostics & Research,Healthcare,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.26890214021496694,0.13996678584861416,0.10715294332738823,0.11310448336472426,0.07123396531876905,-0.0498607246473311
IDFCFIRSTB,539437,Banks - Regional,Financial Services,FY23,2022-10-15,2022-10-17,2023-10-23,252,0.5162674751595493,0.13996678584861416,0.28525257969775286,0.3300979414332754,0.16561123150585144,0.060122948042293234
INDIGO,539448,Airlines,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.356198947736198,0.11260975697957949,0.1979775072249338,0.21893497628305378,0.0,-0.05686816999226346
ALKEM,539523,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.19441307629491317,0.11260975697957949,0.07094652703496902,0.07352381983185778,-0.10419840868179736,-0.12434978856738488
LALPATHLAB,539524,Diagnostics & Research,Healthcare,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.12643420957742885,0.16726776356066703,-0.035608696374047344,-0.03498216541051243,-0.07123396531876905,-0.1923286552848692
NH,539551,Medical Care Facilities,Healthcare,FY23,2022-10-15,2022-10-17,2023-10-23,252,0.36451609418117714,0.13996678584861416,0.17980072926465301,0.19697881650595986,0.024408967075175036,0.045753229318879096
LTTS,540115,Information Technology Services,Technology,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.20562320816016258,0.11260975697957949,0.08028823029255096,0.08359934882567295,-0.04076587053972572,-0.09724033586413391
ENDURANCE,540153,Auto Parts,Consumer Cyclical,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.16092467768448593,0.09955274675446713,0.054313320246011404,0.05581535866393803,-0.17663803454190263,-0.07439930046662555
PNBHOUSING,540173,Mortgage Finance,Financial Services,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.8738063143419287,0.11342049025607434,0.5205350244174175,0.6829278163463419,0.4156732122376364,0.4176617872246726
VBL,540180,Beverages - Non-Alcoholic,Consumer Defensive,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.6690268897341017,0.16726776356066703,0.3575749827814698,0.42985777714177104,0.0,0.42232088753822095
LAURUSLABS,540222,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-19,2022-10-20,2023-10-27,252,-0.31719783032584803,0.11260975697957949,-0.48825849860496107,-0.38630578656098924,-0.6158093153025586,-0.635960695188146
DMART,540376,Discount Stores,Consumer Defensive,FY23,2022-10-13,2022-10-14,2023-10-20,252,-0.16473489510429615,0.16825679352699166,-0.3355188313404541,-0.28503295720282434,0.0,-0.41144089730017697
HUDCO,540530,Credit Services,Financial Services,FY23,2022-10-20,2022-10-21,2023-10-30,252,1.1019339561420205,0.11342049025607434,0.6354210525107795,0.8878168441633393,0.5099068989288689,0.6457894290247644
ERIS,540596,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.19355040680657615,0.11342049025607434,0.06949560042938016,0.07196734499835979,-0.10506107817013438,-0.1252124580557219
AUBANK,540611,Banks - Regional,Financial Services,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.18504501214784644,0.16825679352699166,0.014268041087913963,0.014370315425404696,-0.16561123150585141,-0.27109951496940965
COCHINSHIP,540678,Aerospace & Defense,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.728054343183225,0.13996678584861416,0.41599699172731897,0.5158813086793812,0.24166618404987433,0.3149872254547636
DIXON,540699,Consumer Electronics,Technology,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.25504000872360055,0.16825679352699166,0.07165473382398163,0.07428436596941035,0.0,-0.04782353530069594
GICRE,540755,Insurance - Reinsurance,Financial Services,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.8271698616034856,0.11405148187926321,0.4947648920637753,0.6401125902380044,0.0,0.37102533448622954
NIACL,540769,Insurance - Diversified,Financial Services,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.604817175518229,0.16726776356066703,0.3183440677062761,0.3748492210757613,0.0,0.14867264840097294
AMBER,540902,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY23,2022-10-11,2022-10-12,2023-10-18,252,0.27498013213098127,0.17811033560669026,0.0790188515002356,0.08222472343764478,0.29519500152104244,0.039656153979869796
ASTERDM,540975,Medical Care Facilities,Healthcare,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.3401071271060021,0.16825679352699166,0.13723683865617214,0.14709979392475064,0.0,0.02134426224370406
BDL,541143,Aerospace & Defense,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.03190387094615048,0.13996678584861416,-0.09959361234864722,-0.0947947924833788,-0.4544842881872002,-0.38116324678231095
HAL,541154,Aerospace & Defense,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.5528103966563233,0.13996678584861416,0.3090673215140446,0.36215406969105685,0.06642223752297255,0.1397432789278618
ADANIGREEN,541450,Utilities - Renewable,Utilities,FY23,2023-04-21,2023-04-24,2024-05-06,252,0.8769805472268013,0.40532156230534805,0.2893982472257772,0.3356235309929524,0.0,0.783992244045831
FINEORG,541557,Specialty Chemicals,Basic Materials,FY23,2022-10-14,2022-10-17,2023-10-23,252,-0.35937565757572065,0.13996678584861416,-0.5763111698770038,-0.4380324493863339,-0.2577151196767705,-0.31481942072144653
HDFCAMC,541729,Asset Management,Financial Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.39602157907496277,0.09955274675446713,0.23872295874774474,0.26962674887182825,0.18780453018235965,-0.06012294804229329
CREDITACC,541770,Credit Services,Financial Services,FY23,2022-10-07,2022-10-10,2023-10-16,252,0.3334555572420308,0.15670475343465037,0.14219850339202939,0.15280546162064873,-0.25857149997112083,-0.12268896987522526
IRCON,541956,Engineering & Construction,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,2.233299458358165,0.13996678584861416,1.04250399322845,1.8363102315750643,1.4202226562114375,1.8202323406297034
GRSE,542011,Aerospace & Defense,Industrials,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.41996592161037816,0.16825679352699166,0.19512015474659844,0.2154570206465236,-0.06642223752297255,0.006898803881916715
ATGL,542066,Utilities - Regulated Gas,Utilities,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.8310618315219933,0.11405148187926321,-1.8862258519721875,-0.8483569464913512,-0.44582123498946846,-0.9240501347029636
TECHNOE,542141,Engineering & Construction,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.8130768021467275,0.13996678584861416,0.46402616602617186,0.590464586033563,0.0,0.40000968441826606
DALBHARAT,542216,Building Materials,Basic Materials,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.40871976071366617,0.16825679352699166,0.18716860309688882,0.20583057468102692,0.3729999092483703,0.4532759975679403
CHALET,542399,Lodging,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.34329943647829186,0.11342049025607434,0.18769205366370503,0.20646193260674403,0.11468255923332543,0.10797545832718039
POLYCAB,542652,Electrical Equipment & Parts,Industrials,FY23,2022-10-15,2022-10-17,2023-10-23,252,0.9662475052071465,0.13996678584861416,0.54512777982054,0.724828766606066,0.5600791913606018,0.5531803874786851
AFFLE,542752,Advertising Agencies,Communication Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,-0.15594419846689106,0.09955274675446713,-0.2644401742742152,-0.2323644281509046,0.0,-0.12431763886890997
360ONE,542772,Asset Management,Financial Services,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.15869263268432346,0.12442329531197713,0.03002205091162448,0.03047725666590545,-0.04952441620827966,-0.29745189443293263
FLUOROCHEM,542812,Specialty Chemicals,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.33029030958171673,0.11342049025607434,-0.5083477582984979,-0.3985114372520148,-0.2286297716827666,-0.2857340727274426
SUMICHEM,542920,Agricultural Inputs,Basic Materials,FY23,2022-10-11,2022-10-12,2023-10-18,252,-0.1703028472563165,0.17811033560669026,-0.3506062653338208,-0.2957390087606564,-0.008980274355303297,-0.12574661040204238
SBICARD,543066,Credit Services,Financial Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,-0.14648826197478315,0.09955274675446713,-0.25329948729305946,-0.22376462562208654,-0.7385153191879348,-0.6026327890920392
POWERINDIA,543187,Electrical Equipment & Parts,Industrials,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.34938518733967733,0.16825679352699166,0.14413635421853105,0.1550415925815892,-0.0567831265068674,-0.06368193038878411
MAXHEALTH,543220,Medical Care Facilities,Healthcare,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.31876286486229805,0.12442329531197713,0.15942379571127357,0.17283488376714962,-0.02134426224370406,0.0
ANGELONE,543235,Capital Markets,Financial Services,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.34781674546581587,0.13996678584861416,0.1674869309871002,0.18232983820004373,0.07590227855286114,-0.10832778165144019
MAZDOCK,543237,Aerospace & Defense,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,1.7320415322509697,0.13996678584861416,0.8740500169731842,1.3965974852654879,1.245653373117619,1.3189744145225082
UTIAMC,543238,Asset Management,Financial Services,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.023324183440848894,0.11405148187926321,-0.131603851165842,-0.12331177468421549,-0.231541232333452,-0.47946871055810497
GLAND,543245,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-19,2022-10-20,2023-10-27,252,-0.29102933443061746,0.11260975697957949,-0.45064951583023327,-0.3627858634872687,-0.5896408194073279,-0.6097921992929155
IRFC,543257,Credit Services,Financial Services,FY23,2022-10-20,2022-10-21,2023-10-30,252,2.2581026740397543,0.11342049025607434,1.0737082242039544,1.926210450187087,1.6660756168266027,1.8019581469224981
CRAFTSMAN,543276,Auto Parts,Consumer Cyclical,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.6209047994486153,0.13996678584861416,0.35198538474777213,0.4218877423187214,0.28334208722222676,0.3855808212975038
SHYAMMETL,543299,Steel,Basic Materials,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.5944650066226159,0.16726776356066703,0.3118724878727706,0.36598050284436384,0.1369298723959032,0.63902124347689
SONACOMS,543300,Auto Parts,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.10734038176523361,0.11342049025607434,-0.0054757121843304335,-0.005460747798383321,-0.23022233046115495,-0.12798359638587786
KIMS,543308,Medical Care Facilities,Healthcare,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.2602814794191068,0.11260975697957949,0.1246267042274505,0.13272553248176988,-0.07982564768689532,-0.05848138544319126
DEVYANI,543330,Restaurants,Consumer Cyclical,FY23,2022-10-14,2022-10-17,2023-10-23,252,-0.010847705579191604,0.13996678584861416,-0.14190609768383577,-0.1322972680432408,0.07767808735083165,-0.24617168373030307
NUVOCO,543334,Building Materials,Basic Materials,FY23,2022-10-17,2022-10-18,2023-10-25,252,-0.12186194698171929,0.12442329531197713,-0.24722173975255318,-0.21903249721037069,-0.15758179844701514,-0.07730571012744518
ABSLAMC,543374,Asset Management,Financial Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.03231905852752228,0.09955274675446713,-0.06309571874556008,-0.06114639650112055,-0.17589799036508083,-0.4238254685897338
NYKAA,543384,Internet Retail,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.3047626422971407,0.11342049025607434,-0.4709387697656078,-0.3755841896326495,0.0,-0.5400866204482522
POLICYBZR,543390,Insurance Brokers,Financial Services,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.6945551459610281,0.11342049025607434,0.4199834557081704,0.5219363760507939,0.0,0.23841061884377202
ANANDRATHI,543415,Asset Management,Financial Services,FY23,2022-10-19,2022-10-20,2023-10-27,252,1.5898855382074866,0.11260975697957949,0.8449052928415366,1.327757348846457,1.3816684893148834,1.1337410110902306
MANYAVAR,543463,Apparel Manufacturing,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.09781978839010166,0.11342049025607434,-0.21037778765087128,-0.18972192491050088,0.0,-0.33314376654121314
RAINBOW,543524,Medical Care Facilities,Healthcare,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.708883029709474,0.09955274675446713,0.44093645482379495,0.5541619397100847,0.36877590260347193,0.390120164847176
DELHIVERY,543529,Integrated Freight & Logistics,Industrials,FY23,2022-10-18,2022-10-19,2023-10-26,252,-0.27937388766285093,0.09955274675446713,-0.42253834765025833,-0.3446188784810824,0.0,-0.6924410053913124
PARADEEP,543530,Agricultural Inputs,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.06809718051276334,0.11342049025607434,-0.17796354058713904,-0.16302706152559723,0.09322539238824987,-0.02354094365848923
SYRMA,543573,Electronic Components,Technology,FY23,2023-01-17,2023-01-18,2024-01-30,252,1.2865836313640058,0.2713697074996799,0.5869640104569253,0.7985198309159662,0.0,0.9837200873397093
PPLPHARMA,543635,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-04-19,2023-04-20,2024-05-02,252,0.8976556046239257,0.41911159495147254,0.29058819353498166,0.3372137972622352,0.5990441196472152,0.5788927397616277
BIKAJI,543653,Packaged Foods,Consumer Defensive,FY23,2023-04-14,2023-04-17,2024-04-26,252,0.46800705379735613,0.3935402717872845,0.05205826795786517,0.053437122354967365,0.3088951682735035,0.2213010516014753
MEDANTA,543654,Medical Care Facilities,Healthcare,FY23,2023-04-20,2023-04-21,2024-05-03,252,1.9586458844188022,0.4103016657695088,0.7409280633229657,1.0978815782681954,1.6185387573128,1.6398830195565042
FIVESTAR,543663,Credit Services,Financial Services,FY23,2023-04-21,2023-04-24,2024-05-06,252,0.5261937939511279,0.40532156230534805,0.08251077295743481,0.08601037291955865,-0.06583326326202377,0.0700492668338718
KAYNES,543664,Electronic Components,Technology,FY23,2023-04-20,2023-04-21,2024-05-03,252,1.5621483256123425,0.4103016657695088,0.5970424674001283,0.8167377858228274,0.27556469424833674,1.259284781588046
KFINTECH,543720,Software - Application,Technology,FY23,2023-04-18,2023-04-19,2024-04-30,252,1.595934595730379,0.40949179155199034,0.6107173963801527,0.8417521913142872,0.8090113294563787,1.2930710517060824
ABB,500002,Specialty Industrial Machinery,Industrials,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.8332070663762958,0.30819589537447994,0.3374179193859075,0.40132458208908217,-0.06610842985193321,0.24635827619077633
ARE&M,500008,Electrical Equipment & Parts,Industrials,FY24,2023-10-17,2023-10-19,2024-10-29,246,1.0128626772589122,0.30332857552110915,0.43463649154967116,0.5444015538860648,0.3548841646444858,0.4260138870733927
ATUL,500027,Specialty Chemicals,Basic Materials,FY24,2023-10-12,2023-10-13,2024-10-25,252,0.0771892904871417,0.2915866398561425,-0.18151627606268494,-0.16599532911929196,-0.4095307523755446,-0.22583493175359476
FORCEMOT,500033,Auto Manufacturers,Consumer Cyclical,FY24,2023-10-13,2023-10-16,2024-10-28,211,0.4959214576144539,0.20985527505368648,0.21224163151794467,0.23644661345802157,0.0,0.21702352510590034
BAJFINANCE,500034,Credit Services,Financial Services,FY24,2023-10-17,2023-10-18,2024-10-30,252,-0.1449954695148529,0.3023925186913066,-0.42085148324794314,-0.34351240642545455,-0.23676491812205258,-0.47172233745613634
ABREL,500040,Real Estate Services,Real Estate,FY24,2023-10-12,2023-10-13,2024-10-25,252,1.0789209581013008,0.2915866398561425,0.4759775729844069,0.6095869173227527,0.0,0.08726035105148322
BASF,500042,Specialty Chemicals,Basic Materials,FY24,2023-10-14,2023-10-16,2024-10-28,252,1.8581522549443588,0.3024435809237311,0.7859331736194951,1.1944537919387446,1.3714322120816724,1.5551280327036223
BATAINDIA,500043,Footwear & Accessories,Consumer Cyclical,FY24,2023-10-16,2023-10-17,2024-10-29,252,-0.15090808750617443,0.31058763762720537,-0.4340634537936594,-0.3521288557008742,0.0,-0.429806020014728
BEL,500049,Aerospace & Defense,Industrials,FY24,2023-10-11,2023-10-12,2024-10-24,252,0.9770007922691223,0.30909357947876404,0.4122459712703912,0.5102058579007743,0.005333849905652666,0.3901520020836028
BLUESTARCO,500067,Building Products & Equipment,Industrials,FY24,2023-10-12,2023-10-13,2024-10-25,252,1.0537635304849142,0.2915866398561425,0.4638025625551967,0.590108992389131,1.055904777102768,0.4669147402993947
CESC,500084,Utilities - Regulated Electric,Utilities,FY24,2023-10-19,2023-10-20,2024-11-01,252,1.1494803011292567,0.3184801583576432,0.48874641446549283,0.630271253991978,0.11727215095114918,0.4599325039589284
CHAMBLFERT,500085,Agricultural Inputs,Basic Materials,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.6562278811598523,0.3184801583576432,0.22806297784181362,0.2561644334662741,0.366828229715962,0.35320365891911587
CRISIL,500092,Financial Data & Stock Exchanges,Financial Services,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.24611849256255813,0.3184801583576432,-0.05644616384148349,-0.054882635386202513,-0.7366962384760166,-0.08060837537872534
CGPOWER,500093,Electrical Equipment & Parts,Industrials,FY24,2023-10-20,2023-10-23,2024-11-04,252,0.8142982752262565,0.30853785319967947,0.32678839647194763,0.386508056140581,0.15631976261183012,0.22744948504073703
IFCI,500106,Credit Services,Financial Services,FY24,2023-10-12,2023-10-13,2024-10-25,252,1.0364832362569023,0.2915866398561425,0.4553530004509774,0.5767298711635224,0.9447137876497026,0.7097563683156188
SAIL,500113,Steel,Basic Materials,FY24,2023-10-13,2023-10-16,2024-10-28,252,0.2904757339777264,0.3024435809237311,-0.009231241299790083,-0.009188764197767978,-0.11624265921749555,-0.012548488263010027
EIDPARRY,500125,Agricultural Inputs,Basic Materials,FY24,2023-10-17,2023-10-18,2024-10-30,252,0.55499835394331,0.3023925186913066,0.17727151507171507,0.19395522596047407,0.2655987024994197,0.25197413170257354
GODFRYPHLP,500163,Tobacco,Consumer Defensive,FY24,2023-10-18,2023-10-19,2024-10-31,252,1.779618623812234,0.30819589537447994,0.7536647236857721,1.1247724699644843,0.8449007135585027,1.5731578996780142
GODREJIND,500164,Conglomerates,Industrials,FY24,2023-10-18,2023-10-19,2024-10-31,252,0.4991812720364793,0.30819589537447994,0.13627013152569167,0.14599142019730038,0.1347959936907251,-0.08766751814904022
KANSAINER,500165,Specialty Chemicals,Basic Materials,FY24,2023-10-17,2023-10-18,2024-10-30,252,-0.11163000709036852,0.3023925186913066,-0.3825699360876397,-0.31789381452966325,-0.5983500499530547,-0.41465422933110496
HDFCBANK,500180,Banks - Regional,Financial Services,FY24,2023-10-19,2023-10-20,2024-11-01,252,0.17237508647324595,0.3184801583576432,-0.11744799844400047,-0.11081325036122815,-0.009862183261719892,-0.15435178146803752
