BSE Code,NSE Symbol,FY,Industry,n_obs,mar_pct,capm_alpha,ff5_alpha,total_vol,idio_vol,downside_vol,roe
500106.0,IFCI,FY23,Credit Services,250,3.868984194990791,3.0846875864257113,0.7042706035935372,0.04604662277897096,0.043616202523895045,0.018807217959608862,0.0228590834314646
500113.0,SAIL,FY23,Steel,250,0.16077546098504442,-0.23303593269165196,-0.46119351450494245,0.030884650524997392,0.021139433687360227,0.01129661489784638,0.0537058577732664
500125.0,EIDPARRY,FY23,Agricultural Inputs,250,0.18422497624507544,0.2113122872885184,-0.3539665691956274,0.022032243768327523,0.020543823214720754,0.011460119521242903,0.1274636064180214
500163.0,GODFRYPHLP,FY23,Tobacco,250,0.7287684868584079,0.77153801631767,1.9118933830838218,0.031112698543017517,0.03010163639931633,0.017242138590638886,0.2086528997728842
500164.0,GODREJIND,FY23,Conglomerates,250,0.2983732255693451,0.4489548262490193,-0.0987202936938574,0.02214275510081282,0.021549628153779712,0.01160508812544713,0.0074950226900345
500165.0,KANSAINER,FY23,Specialty Chemicals,250,-0.3037340730178868,-0.24592199166240705,-0.4391127955502741,0.014704079316793964,0.013416322819396774,0.008699410589790879,0.2123470235877446
500180.0,HDFCBANK,FY23,Banks - Regional,250,-0.2643618901325701,-0.23714099083428342,-0.23191579921603722,0.013423379318218086,0.011139475148085746,0.00897539009038218,0.0896253428332742
500182.0,HEROMOTOCO,FY23,Auto Manufacturers,250,0.3256300672508445,0.5001849422644109,0.16508850895903357,0.016022437666767822,0.015344041915118805,0.00827790626475895,0.2115852266691979
500184.0,HSCL,FY23,Specialty Chemicals,250,1.0004428608521485,0.8988369574539836,-0.018210835125320544,0.02867488252839943,0.02670119904473113,0.014124398693361235,0.1348748834046192
500188.0,HINDZINC,FY23,Other Industrial Metals & Mining,250,0.47543938026221483,0.4564477351318579,0.16064777028529323,0.02763263815617181,0.026079362775242896,0.010710083315109423,0.5106284962158605
500209.0,INFY,FY23,Information Technology Services,250,0.022547666041922793,0.1562164179915836,0.07901482139606464,0.013257539586049694,0.012462601836840212,0.006708253316742636,0.2999337058433564
500233.0,KAJARIACER,FY23,Building Products & Equipment,250,-0.19603013904620253,-0.1440536582348096,-0.33186441966678853,0.018492539688979497,0.017283617603573553,0.009702262650436722,0.1613237328685974
500238.0,WHIRLPOOL,FY23,"Furnishings, Fixtures & Appliances",250,0.035699880185834754,0.1736066335596949,0.5586100803152311,0.01762160252067529,0.017048516854697177,0.013590918255715137,0.0588407525890581
500252.0,LMW,FY23,Specialty Industrial Machinery,250,-0.2035281219273054,-0.1596041001580463,-0.20008002859106438,0.017069878907286062,0.015594291299388623,0.007816725438214418,0.1382062700655412
500253.0,LICHSGFIN,FY23,Mortgage Finance,250,0.39028989657788227,0.12036992257903513,0.11549338212847397,0.02157401667465971,0.014416546272797667,0.008448869657224068,0.151317515899082
500260.0,RAMCOCEM,FY23,Building Materials,250,-0.3598288078105533,-0.3650167351668473,-0.22607197898031872,0.016920427136738594,0.01432765173914956,0.009999984922771953,0.0497312756462509
500266.0,MAHSCOOTER,FY23,Asset Management,250,0.2483466682536206,0.38223727780539574,0.5108351460530528,0.01685858951584939,0.015982401132458333,0.00851748478779732,0.0073772806701625
500271.0,MFSL,FY23,Insurance - Life,250,-0.007653447319332267,0.04074438534073176,0.33086483858977067,0.01869360754765316,0.017291642732116915,0.009873660233755011,0.0879755914605394
500290.0,MRF,FY23,Auto Parts,250,-0.003637864584442458,0.10221529411153059,-0.10440335938402451,0.013099678936126088,0.011943420724661378,0.007585590089716221,0.1246022418740596
500295.0,VEDL,FY23,Other Industrial Metals & Mining,250,0.21368722356466732,0.07292469123352958,-0.31889273659493306,0.023096868433254824,0.019226516678502933,0.011752213348937137,0.1379792982227719
