NSE Symbol,BSE Code,Industry,Sector,FY,FY_End,net_income,equity,roe,CG_Filing_Date
RAMCOCEM,500260,Building Materials,Basic Materials,FY24,2024-03-31,3599500000.0,72379000000.0,0.04973127564625098,2023-10-19
RAMCOCEM,500260,Building Materials,Basic Materials,FY25,2025-03-31,2726500000.0,74416500000.0,0.036638379929182376,2024-10-18
THERMAX,500411,Conglomerates,Industrials,FY23,2023-03-31,4502900000.0,38680700000.0,0.11641206079517692,2022-10-19
THERMAX,500411,Conglomerates,Industrials,FY24,2024-03-31,6452800000.0,44398000000.0,0.14533988017478264,2023-10-11
THERMAX,500411,Conglomerates,Industrials,FY25,2025-03-31,6344700000.0,49368900000.0,0.12851613060043873,2024-10-14
TIMKEN,522113,Tools & Accessories,Industrials,FY23,2023-03-31,3907450000.0,20371720000.0,0.19180756460426512,2022-10-12
TIMKEN,522113,Tools & Accessories,Industrials,FY24,2024-03-31,3921420000.0,24172640000.0,0.16222555748979012,2023-10-17
TIMKEN,522113,Tools & Accessories,Industrials,FY25,2025-03-31,4473860000.0,28448650000.0,0.15726088935678845,2024-10-16
TRIDENT,521064,Textile Manufacturing,Consumer Cyclical,FY23,2023-03-31,4407400000.0,41926200000.0,0.1051228110346275,2022-10-21
TRIDENT,521064,Textile Manufacturing,Consumer Cyclical,FY24,2024-03-31,3495200000.0,43154100000.0,0.08099346296180432,2023-10-09
TRIDENT,521064,Textile Manufacturing,Consumer Cyclical,FY25,2025-03-31,3698800000.0,46209900000.0,0.08004345389191493,2024-10-19
TRITURBINE,533655,Specialty Industrial Machinery,Industrials,FY23,2023-03-31,1925500000.0,7603500000.0,0.25323864009995395,2022-10-18
TRITURBINE,533655,Specialty Industrial Machinery,Industrials,FY24,2024-03-31,2692000000.0,9598020000.0,0.28047451453528954,2023-10-19
TRITURBINE,533655,Specialty Industrial Machinery,Industrials,FY25,2025-03-31,3572000000.0,12163770000.0,0.29365895606378617,2024-10-16
TVSHLTD,520056,Auto Parts,Consumer Cyclical,FY23,2023-03-31,6496500000.0,32409900000.0,0.20044801125581999,2022-10-18
TVSHLTD,520056,Auto Parts,Consumer Cyclical,FY24,2024-03-31,8003900000.0,28400700000.0,0.2818205185083466,2023-10-19
TVSHLTD,520056,Auto Parts,Consumer Cyclical,FY25,2025-03-31,11641800000.0,46873900000.0,0.248364228280557,2024-10-19
TATACHEM,500770,Chemicals,Basic Materials,FY23,2023-03-31,23170000000.0,197210000000.0,0.11748897114750774,2022-10-20
TATACHEM,500770,Chemicals,Basic Materials,FY24,2024-03-31,2680000000.0,222410000000.0,0.012049817903871229,2023-10-20
TATACHEM,500770,Chemicals,Basic Materials,FY25,2025-03-31,2350000000.0,215940000000.0,0.010882652588682042,2024-10-11
TATACONSUM,500800,Packaged Foods,Consumer Defensive,FY23,2023-03-31,12037700000.0,162767100000.0,0.0739565919648381,2022-10-18
TATACONSUM,500800,Packaged Foods,Consumer Defensive,FY24,2024-03-31,11503300000.0,160567900000.0,0.07164134300816041,2023-10-17
TATACONSUM,500800,Packaged Foods,Consumer Defensive,FY25,2025-03-31,12784700000.0,200010800000.0,0.06392004831739086,2024-10-11
TATAINVEST,501301,Asset Management,Financial Services,FY23,2023-03-31,2518746000.0,195717825000.0,0.01286927238231878,2022-10-18
TATAINVEST,501301,Asset Management,Financial Services,FY24,2024-03-31,3849636000.0,299651030000.0,0.012847064133235251,2023-10-18
TATAINVEST,501301,Asset Management,Financial Services,FY25,2025-03-31,3120903000.0,310907701000.0,0.010038036979984616,2024-10-18
TMCV,500570,Auto Manufacturers,Consumer Cyclical,FY24,2024-03-31,320450000000.0,849180000000.0,0.37736404531430323,2023-10-20
TMCV,500570,Auto Manufacturers,Consumer Cyclical,FY25,2025-03-31,229590000000.0,1161440000000.0,0.19767702162832346,2024-10-21
TECHNOE,542141,Engineering & Construction,Industrials,FY23,2023-03-31,1868596000.0,19301758000.0,0.09680962739248933,2022-10-14
TECHNOE,542141,Engineering & Construction,Industrials,FY24,2024-03-31,2684573000.0,21632070000.0,0.1241015307365407,2023-10-12
TECHNOE,542141,Engineering & Construction,Industrials,FY25,2025-03-31,4229455000.0,37396219000.0,0.11309846591710247,2024-10-07
INDHOTEL,500850,Lodging,Consumer Cyclical,FY23,2023-03-31,10025900000.0,79819600000.0,0.1256069937709535,2022-10-19
INDHOTEL,500850,Lodging,Consumer Cyclical,FY24,2024-03-31,12590700000.0,94566500000.0,0.1331412286591975,2023-10-18
INDHOTEL,500850,Lodging,Consumer Cyclical,FY25,2025-03-31,19075900000.0,111607100000.0,0.17092012963332978,2024-10-18
SUPREMEIND,509930,Building Products & Equipment,Industrials,FY23,2023-03-31,8653300000.0,44021200000.0,0.1965711975139251,2022-10-19
SUPREMEIND,509930,Building Products & Equipment,Industrials,FY24,2024-03-31,10697200000.0,51088300000.0,0.209386493580722,2023-10-16
SUPREMEIND,509930,Building Products & Equipment,Industrials,FY25,2025-03-31,9608800000.0,56604400000.0,0.16975358806029214,2024-10-16
TATAPOWER,500400,Utilities - Independent Power Producers,Utilities,FY23,2023-03-31,33364400000.0,287874300000.0,0.11589919628115465,2022-10-19
TATAPOWER,500400,Utilities - Independent Power Producers,Utilities,FY24,2024-03-31,36962500000.0,323552900000.0,0.11423943348985591,2023-10-13
TATAPOWER,500400,Utilities - Independent Power Producers,Utilities,FY25,2025-03-31,39710000000.0,358406700000.0,0.11079591983073978,2024-10-16
TORNTPHARM,500420,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,12452300000.0,61980700000.0,0.2009060885081969,2022-10-13
TORNTPHARM,500420,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,16563800000.0,68561500000.0,0.2415903969428907,2023-10-13
TORNTPHARM,500420,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,19112500000.0,75906900000.0,0.25178870432068756,2024-10-16
UCOBANK,532505,Banks - Regional,Financial Services,FY23,2023-03-31,18262851000.0,256036557000.0,0.07132907587098979,2022-10-11
UCOBANK,532505,Banks - Regional,Financial Services,FY24,2024-03-31,16715468000.0,272137860000.0,0.061422795049538494,2023-10-09
UCOBANK,532505,Banks - Regional,Financial Services,FY25,2025-03-31,24679739000.0,308849016000.0,0.07990875062396184,2024-10-05
UNIONBANK,532477,Banks - Regional,Financial Services,FY23,2023-03-31,85116600000.0,788035140000.0,0.10801117320732677,2022-10-15
UNIONBANK,532477,Banks - Regional,Financial Services,FY24,2024-03-31,137971187000.0,975976560000.0,0.1413673162396441,2023-10-17
UNIONBANK,532477,Banks - Regional,Financial Services,FY25,2025-03-31,180269508000.0,1138340782000.0,0.15836163550538596,2024-10-17
UBL,532478,Beverages - Brewers,Consumer Defensive,FY23,2023-03-31,3039800000.0,39648900000.0,0.07666795295708077,2023-04-10
UBL,532478,Beverages - Brewers,Consumer Defensive,FY24,2024-03-31,4100300000.0,41783400000.0,0.09813227262501376,2023-10-12
UBL,532478,Beverages - Brewers,Consumer Defensive,FY25,2025-03-31,4416900000.0,43639200000.0,0.10121404608700435,2024-10-16
UPL,512070,Agricultural Inputs,Basic Materials,FY23,2023-03-31,35700000000.0,298440000000.0,0.11962203457981503,2022-10-19
UPL,512070,Agricultural Inputs,Basic Materials,FY24,2024-03-31,-12000000000.0,277930000000.0,-0.04317633936602742,2023-10-20
UPL,512070,Agricultural Inputs,Basic Materials,FY25,2025-03-31,8970000000.0,321990000000.0,0.0278580080126712,2024-10-18
UTIAMC,543238,Asset Management,Financial Services,FY23,2023-03-31,4373600000.0,38678400000.0,0.11307603210060395,2022-10-21
UTIAMC,543238,Asset Management,Financial Services,FY24,2024-03-31,7656800000.0,43881700000.0,0.17448731475763246,2023-10-20
UTIAMC,543238,Asset Management,Financial Services,FY25,2025-03-31,7314900000.0,45991300000.0,0.1590496463461568,2024-10-17
UNITDSPR,532432,Beverages - Wineries & Distilleries,Consumer Defensive,FY23,2023-03-31,11370000000.0,59990000000.0,0.18953158859809968,2022-07-25
UNITDSPR,532432,Beverages - Wineries & Distilleries,Consumer Defensive,FY24,2024-03-31,14080000000.0,71210000000.0,0.19772503861817162,2023-10-17
UNITDSPR,532432,Beverages - Wineries & Distilleries,Consumer Defensive,FY25,2025-03-31,15820000000.0,81040000000.0,0.1952122408687068,2024-10-21
VGUARD,532953,Electrical Equipment & Parts,Industrials,FY23,2023-03-31,1891200000.0,16076200000.0,0.11763974073475075,2022-10-18
VGUARD,532953,Electrical Equipment & Parts,Industrials,FY24,2024-03-31,2575800000.0,18142200000.0,0.141978370870126,2023-10-12
VGUARD,532953,Electrical Equipment & Parts,Industrials,FY25,2025-03-31,3137200000.0,20978300000.0,0.14954500603004056,2024-10-10
VBL,540180,Beverages - Non-Alcoholic,Consumer Defensive,FY23,2023-03-31,14974330000.0,51023800000.0,0.29347735762526506,2022-10-12
VBL,540180,Beverages - Non-Alcoholic,Consumer Defensive,FY24,2024-03-31,20559220000.0,69364980000.0,0.29639192572390277,2023-10-09
VBL,540180,Beverages - Non-Alcoholic,Consumer Defensive,FY25,2025-03-31,25946330000.0,166098290000.0,0.15621069909870836,2024-10-11
MANYAVAR,543463,Apparel Manufacturing,Consumer Cyclical,FY23,2023-03-31,4291080000.0,13998800000.0,0.30653198845615337,2022-10-20
MANYAVAR,543463,Apparel Manufacturing,Consumer Cyclical,FY24,2024-03-31,4141720000.0,16018800000.0,0.2585536994032012,2023-10-20
MANYAVAR,543463,Apparel Manufacturing,Consumer Cyclical,FY25,2025-03-31,3884720000.0,17863100000.0,0.21747177141705526,2024-10-21
VINATIORGA,524200,Specialty Chemicals,Basic Materials,FY23,2023-03-31,4191582000.0,22129739000.0,0.18940946388929394,2022-10-13
VINATIORGA,524200,Specialty Chemicals,Basic Materials,FY24,2024-03-31,3229800000.0,24615800000.0,0.13120841085806678,2023-10-06
VINATIORGA,524200,Specialty Chemicals,Basic Materials,FY25,2025-03-31,4052500000.0,27932800000.0,0.14508033566273343,2024-10-10
VOLTAS,500575,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY23,2023-03-31,1350100000.0,54520700000.0,0.024763071640679594,2022-10-13
VOLTAS,500575,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY24,2024-03-31,2520000000.0,58205000000.0,0.04329524954900782,2023-10-09
VOLTAS,500575,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY25,2025-03-31,8413700000.0,65132500000.0,0.12917821364142326,2024-10-18
VEDL,500295,Other Industrial Metals & Mining,Basic Materials,FY23,2023-03-31,105740000000.0,394230000000.0,0.26821905993962913,2022-10-17
VEDL,500295,Other Industrial Metals & Mining,Basic Materials,FY24,2024-03-31,42390000000.0,307220000000.0,0.13797929822277197,2023-10-13
VEDL,500295,Other Industrial Metals & Mining,Basic Materials,FY25,2025-03-31,149880000000.0,382990000000.0,0.39134181049113553,2024-10-18
IDEA,532822,Telecom Services,Communication Services,FY23,2023-03-31,-293011000000.0,-743591000000.0,-0.3940486100557968,2022-10-18
IDEA,532822,Telecom Services,Communication Services,FY24,2024-03-31,-312384000000.0,-1041668000000.0,-0.29988825614303216,2023-10-19
IDEA,532822,Telecom Services,Communication Services,FY25,2025-03-31,-273834000000.0,-703202000000.0,-0.3894101552612194,2024-10-18
WHIRLPOOL,500238,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY23,2023-03-31,2190200000.0,35203700000.0,0.062215051258816545,2022-10-20
WHIRLPOOL,500238,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY24,2024-03-31,2170400000.0,36886000000.0,0.05884075258905818,2023-10-21
WHIRLPOOL,500238,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY25,2025-03-31,3590000000.0,39497800000.0,0.09089113824061087,2024-10-14
WIPRO,507685,Information Technology Services,Technology,FY23,2023-03-31,113500000000.0,781164000000.0,0.14529599418303968,2022-10-20
WIPRO,507685,Information Technology Services,Technology,FY24,2024-03-31,110452000000.0,749883000000.0,0.14729231093383902,2023-10-13
WIPRO,507685,Information Technology Services,Technology,FY25,2025-03-31,131354000000.0,828309000000.0,0.15858091605910354,2024-10-10
WOCKPHARMA,532300,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,-5590000000.0,33540000000.0,-0.16666666666666666,2022-10-20
WOCKPHARMA,532300,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,-4630000000.0,33590000000.0,-0.13783864245311103,2023-10-19
WOCKPHARMA,532300,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,-470000000.0,43530000000.0,-0.010797151389846084,2024-10-18
YESBANK,532648,Banks - Regional,Financial Services,FY23,2023-03-31,7358186000.0,407181757000.0,0.01807101097606394,2022-10-12
YESBANK,532648,Banks - Regional,Financial Services,FY24,2024-03-31,12852015000.0,421551856000.0,0.030487388009507423,2023-10-13
YESBANK,532648,Banks - Regional,Financial Services,FY25,2025-03-31,24464926000.0,478324161000.0,0.05114716753770671,2024-10-11
ZFCVINDIA,533023,Auto Parts,Consumer Cyclical,FY23,2023-03-31,3176718000.0,24091152000.0,0.131862436466301,2023-01-19
ZFCVINDIA,533023,Auto Parts,Consumer Cyclical,FY24,2024-03-31,4064465000.0,27903175000.0,0.14566317273930296,2023-10-19
ZFCVINDIA,533023,Auto Parts,Consumer Cyclical,FY25,2025-03-31,4607300000.0,32145404000.0,0.14332686563839733,2024-10-18
ZYDUSLIFE,532321,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,19603000000.0,175158000000.0,0.11191609860811381,2022-10-05
ZYDUSLIFE,532321,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,38595000000.0,198295000000.0,0.19463425704127688,2023-10-09
ZYDUSLIFE,532321,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,45255000000.0,239531000000.0,0.1889317040383082,2024-10-09
