NSE Symbol,BSE Code,Q_FY,Beta_Market,Momentum,Log_MarketCap,FY,ROE,DE_Ratio
ERIS,540596,Q3FY22,0.38579428530030724,0.239982290162213,25.36380138587641,FY22,0.12326405919365462,0.8681175464902815
ERIS,540596,Q3FY23,0.4875873671591502,-0.0932743597942495,25.21376170204456,FY23,0.17402554112317553,0.39923305591833835
ERIS,540596,Q3FY24,0.3442726862191801,0.405966434513437,25.554473676410446,FY24,0.15159424324679643,1.0754394512369596
ERIS,540596,Q3FY25,0.3478054881153032,0.5705016114866339,25.9662921361771,FY25,0.12326405919365462,0.8681175464902815
ERIS,540596,Q3FY26,0.4413997923006089,0.07734124979470738,26.063637241704154,FY26,0.12326405919365462,0.8681175464902815
ERIS,540596,Q4FY21,0.08352680173649707,-0.006269973506243861,25.127668910442285,FY21,0.12326405919365462,0.8681175464902815
ERIS,540596,Q4FY22,0.5997134349536876,0.17204851727072146,25.265223005482476,FY22,0.12326405919365462,0.8681175464902815
ERIS,540596,Q4FY23,0.2942504893373822,-0.054867515378393766,25.09034284669389,FY23,0.17402554112317553,0.39923305591833835
ERIS,540596,Q4FY24,0.42145180181850017,0.3762120937651715,25.478411121046246,FY24,0.15159424324679643,1.0754394512369596
ERIS,540596,Q4FY25,0.4759717260896759,0.4573864104428634,26.003234681760137,FY25,0.12326405919365462,0.8681175464902815
ERIS,540596,Q4FY26,0.4498941229932774,0.12110587540904012,25.914653825880535,FY26,0.12326405919365462,0.8681175464902815
ESCORTS,500495,Q1FY22,0.8999581414242678,-0.09706462884464792,25.590499376554146,FY22,,
ESCORTS,500495,Q1FY23,0.3923162855571247,0.4039041562721264,25.770649662722295,FY23,0.07778216157650632,0.006999148620141668
ESCORTS,500495,Q1FY24,0.7773107550272774,0.38971929091144397,26.216091270861767,FY24,0.11467740887531674,0.047766898048785165
ESCORTS,500495,Q1FY25,0.612380794641092,0.8549107134843618,26.828137001476932,FY25,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q1FY26,1.195726562801248,-0.12214256497410933,26.61793315890846,FY26,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q2FY22,0.8569690555256623,0.052074671184715315,25.789978623418577,FY22,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q2FY23,0.4499956949820179,0.5117395089784844,26.157767329549213,FY23,0.07778216157650632,0.006999148620141668
ESCORTS,500495,Q2FY24,0.6838741798368576,0.8491273779960086,26.564356221761713,FY24,0.11467740887531674,0.047766898048785165
ESCORTS,500495,Q2FY25,0.8154794960867262,0.357675864166443,26.861598876374543,FY25,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q2FY26,1.1956169570258353,-0.04918581713468774,26.65633036027334,FY26,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q3FY22,0.6778398246557116,0.44482009999356587,26.044291213791894,FY22,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q3FY23,0.5363566373899693,0.26132123465015433,26.163554575964433,FY23,0.07778216157650632,0.006999148620141668
ESCORTS,500495,Q3FY24,0.732652464387479,0.43897808245770226,26.498835582352875,FY24,0.11467740887531674,0.047766898048785165
ESCORTS,500495,Q3FY25,0.8907499880485049,0.10848679378912242,26.614003957660387,FY25,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q3FY26,1.1464780773486019,0.07158666962877844,26.732612012712124,FY26,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q4FY21,0.926776101949432,0.017937666701229704,25.644501918188208,FY21,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q4FY22,0.3992107523450492,0.45202034598555196,25.923100124572127,FY22,0.12201836632326273,0.010145850214145156
ESCORTS,500495,Q4FY23,0.6987901030854918,0.12224535678754803,26.039810950156678,FY23,0.07778216157650632,0.006999148620141668
ESCORTS,500495,Q4FY24,0.6883710715201743,0.4190774785016851,26.42735177154861,FY24,0.11467740887531674,0.047766898048785165
