NSE Symbol,FY,Window_Start,Window_End,n_obs,alpha_daily,alpha_annual,t_alpha,p_alpha,r_squared,beta_Mkt_RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_MOM
ANANTRAJ,FY23,2022-07-01,2023-03-31,187,0.006144328510985557,2.155002951696723,1.660987496869943,0.09844716506033686,0.02612069093180658,2.0653010059825583,-0.4221951214796068,-1.2214705384978322,2.1589299132644504,0.0,0.14770607723733847
ANGELONE,FY23,2022-07-01,2023-03-31,187,0.0016962819843468245,0.37328369699157965,0.6375353631389061,0.5245818275625929,0.041631535358984895,1.0860528200477024,-1.1910592254208163,-1.5233271040892677,-1.383704310136747,0.0,-0.6813204760031691
APARINDS,FY23,2022-07-01,2023-03-31,187,0.00468228645856752,1.4002852099012104,1.1855338612794037,0.23736051917535408,0.006592788116207227,0.9150531571136904,0.5094494419975016,0.6943833141117389,1.4523425495654334,0.0,0.9385620162981324
APLLTD,FY23,2022-07-01,2023-03-31,187,-0.0023636561600416423,-0.3572527439528002,-1.4578488912082355,0.14661509535276065,0.0033504944322212404,0.15608699286016117,-0.6614414092485399,0.34510878725591887,0.4109543981739816,0.0,0.0774074295587375
APOLLOHOSP,FY23,2022-07-01,2023-03-31,187,0.0002336197666681425,0.0446552183331419,0.14945029181157968,0.8813647230648047,0.024590087613839184,1.1668086854617465,0.7438714658215814,-0.11496936863429728,0.09012623987684362,0.0,0.05947712245914677
APOLLOTYRE,FY23,2022-07-01,2023-03-31,187,0.003216304819431115,0.8247609665688083,1.5006832552172245,0.13517988346472254,0.01818095954347254,1.0503779256069457,0.4728803011720102,-0.381095183468492,0.05757485151317687,0.0,0.3423450796366696
ASTERDM,FY23,2022-07-01,2023-03-31,187,0.002831171937653046,0.6979627538479437,1.1327538388593488,0.2588159430217767,0.034153289386266605,1.0873784830642852,0.43372118670570176,-1.2760350948838062,1.8358742660811906,0.0,0.07907343698509546
ASTRAL,FY23,2022-07-01,2023-03-31,187,0.0003925117626858506,0.07616059194464649,0.19181653258601963,0.8481009409510412,0.017702649060733266,0.5232253028312599,1.4550356047102613,-0.6708141277650844,0.22384255643994289,0.0,0.09044856093655243
ASTRAZEN,FY23,2022-07-01,2023-03-31,187,-0.0001758441777382244,-0.032348097502694906,-0.09916876027441646,0.9211140238062299,0.013676143827176301,1.1614786961971562,0.3599048949240029,0.1476460246882442,0.7026961116269524,0.0,-0.192051363636342
ATGL,FY23,2022-07-01,2023-03-31,187,0.004232418637527247,1.2066207771643411,1.119376552429504,0.26446278382244076,0.2141998667331283,3.6696520721820898,-10.09314496795517,-1.6633527812433404,4.3180790808365295,0.0,2.464934866548097
ATUL,FY23,2022-07-01,2023-03-31,187,-7.43063209307272e-05,-0.013799188181457837,-0.04918157903970896,0.9608288195168937,0.03703611460533418,0.8875873803506544,0.05348245180470501,-0.31280935145815736,0.9588626523220134,0.0,0.582473460151943
AUBANK,FY23,2022-07-01,2023-03-31,187,-0.0001099608098500285,-0.020352701358220947,-0.05831255734294973,0.9535639927234103,0.007044261055364487,0.26732920706442886,-0.2578538472170128,0.27994173731243277,-0.022751425451886353,0.0,0.48476409132197773
AUROPHARMA,FY23,2022-07-01,2023-03-31,187,0.0006114805760639387,0.12114094505351616,0.3066195126354459,0.759485439515817,0.009064226802107278,0.18960322503604388,0.5486299187559064,-0.9690637589431721,-0.7656783307655326,0.0,-0.3400514378578195
BAJAJHLDNG,FY23,2022-07-01,2023-03-31,187,0.001230573172530289,0.2587475054274928,0.6252396829113734,0.5326012445386743,0.03031228456156765,0.4949873200511788,2.5524149279618085,-1.0693707841189886,-1.0604533012652604,0.0,-0.17841277657711488
BAJFINANCE,FY23,2022-07-01,2023-03-31,187,-0.0007789034927848991,-0.13554407047457007,-0.4265329650933912,0.6702263943665793,0.08231867981517882,2.4081621157113826,1.261982844712387,-0.13666622489978356,2.6557699493359035,0.0,0.29974033774570874
